Tweet index	Label	Tweet text
1	0	@LexFilius @charliedrummond @JerryFalwellJr @realDonaldTrump No one is speaking of a physical disability. Fitness is about character, intelligence, integrity, respect for the country and its institutions, empathy,  free of psychological defect, etc. It has nothing to do with physical fitness by way of physical disability or injury.
1	0	@jay_galvanphoto @NYRICE @CBP @Gamedawg18 Not a crisis? What are we going to do with all of these people? Are you going to provide them with food, clothing, housing, medical care? How will they work when they don't know the language. How will teachers teach the kids?? Here's another crisis: https://t.co/CMuN1f9JK2
1	0	@ComicaICity That's the spirit
1	0	I’ll be living one life for the two of us
1	0	She later had great success with Luscious Jackson, but she still carries a lot of hurt from the experience, which she's very honest about. But. BUT! Then there is this beautiful moment where she forgives the guys in the band in this very generous way.
1	0	Don't you just love the "Yours sincerely"? https://t.co/8LvTCoZd0d
1	0	Great view from the roof of our apartment in Prague.....pssch don't tell my parents I climbed up the roof https://t.co/tXdqGsURwH
1	0	@Coltheman1 Sort of impartial? So thats really partial? Def 2. favouring one side in a dispute above the other; biased. synonyms:biased, prejudiced, partisan, one-sided,
1	0	I’m just glad I have 3 of the most supporting friends a girl could ask for, a perfect son &amp;’ family who’s always got my back whenever, wherever. And for that I’m forever grateful
1	0	@Proton_Jon I saw the the stream title and I had to throw something together fast. https://t.co/1Cf4UhaDNQ
1	0	@NHL @NHLBruins Enjoy that streak bruins see you in the playoffs
1	0	@_Gypsy_Princess This is the proper way to get a piercing people 👏 Never ever have a piercing done with a piercing gun. Always go to a piercing shop that does piercings with a needle
1	0	Common sense and the Democratic Party don’t mix well. Wake up America! https://t.co/2HMqKoZu8J
1	0	Wishing the happiest birthday to my BFF, my ride or die, my favorite sister for the last fifty something years. Love you sis! ❤️ 🎂🎉 https://t.co/AV8BHqmB5E
1	0	every single time i ran into flynn at invite he was in the middle of roasting Parker https://t.co/9kuffEquVE
1	0	@SquishySpikes "Well that just makes it even hotter! I want the neighbors to hear it. And I'm always available cutie!~ But we can't skip right to dessert, non?"
1	0	@Jimmy_L_Ward @tictoc @AOC Take out the ceo and the belt keeps moving. Its the workers that make the income. Theyre the ones in the dirt. In the trenches of this society. Think man. THINK!
1	0	@MarkMaddenX Agreed but the next two games will not be easy!
1	0	that video of neymar completely confused is my favorite thing on the internet
1	0	@wspear21 @narrowQRS @josoriomd Could not agree more.  Slow does not equal better.  No single metric is the holy grail.
1	0	@realDonaldTrump @AnnCoulter Remember Annie C once dated Bill Maher. Clearly her judgement can't be the best.
1	0	JUST WATCHED THE LORDS OF CHAOS MOVIE!!! GREAT MOVIE.  SAD MOVIE &amp; VERY VIOLENT. DUDES WERE NERDS.  STRAIGHT PUSSY MUTHA FUCKAS.  NEW YORK HARDCORE DUDES WOULD DESTROY BLACK METAL DUDES.
1	0	I’m watching an episode of Drag Race Season 9 and it’s so weird to see the edit showing Eureka as straight up irritating and dull instead of some contender.
1	0	@lenaopiniano There isn’t another cover like that! Keep sharing and viewing the video! And stay tuned, there is plenty of good music to come! Thank you for the support!
1	0	OP asked Jinsoul if she prefers being called Judi or baby tiger. She prefers the latter these days because it's cuter to say (aegi horangee)  "Because of "aegi," (baby) it sounds so cute" She then grabs OPs hands and calls her baby https://t.co/9W0J4NK0bA
1	0	@hamburper Ah, finally, the year is 2002.
1	0	sushi dates are a no, i’d embarass myself way to much w/ the chopsticks
1	0	@Chiaki747 I'll claw myself to you from beyond the grave if I have to
1	0	@DasaniWThaDrip Yessss. Omg. Pulled at the heart strings for sure.
1	0	Hey Matthews, the NHL is a 60 minute/200 foot game. You are on for too many goals against late in the game. If you’re unable to score you need to be DEFENSIVE ! Your teammates are busting their asses, pull your WEIGHT !!#LeafsForever
1	0	@netflix don’t get rid of Star Wars: The Clone Wars, stay put, don’t act as Ahsoka has, please keep it streaming forever! #starwarsnetflix
1	0	Price and Means swangin' out of the gates. Price hurts Means quick. Means ducks in for a double leg and slams Price down. #UFCWichita
1	0	@afbizzhop @katrazuga Sorry if I don't meet your standards, and I appreciate the critique 👌
1	0	@AndyCarlsonShow There is no one else in the world with my first and last name, so yes.
1	0	@pepurtell I believe Son of a Dun suffered a heart attack, the rest of the field returned to scale.
1	0	#1 rule of the game, play for keeps
1	0	The blunt stays lit during sex
1	0	@amiibofreak773 I see, and how do you like working here at Sbaitso labs with the good doctor?
1	0	HE DESERVES THE WORLX EVERYONE ELSE MOVE
1	0	@GoToSleepAkira @FuckOffSleep "Oh, ok. We have a question for you, Akira. What is the 'momo challenge'?"  She looked up at him as she asked
1	0	There is a wonderful moment in THE BEASTIE BOYS BOOK when Kate Schellenbach -- the band's early drummer who, by all accounts, was treated very badly in being bum-rushed out of the job before they really hit -- tells the story, with years of perspective, in her own words.
1	0	@NoelPMariano That's wonderful to hear! We'd love to inform the representative you were speaking with of you feedback, as well as follow up with you regarding your Zipcar. https://t.co/dp0Ha4lGYr
1	0	Looks like we're interested in the WTP Channel!!! @christianllamar - I think you'll like this!  Screw you, @BlazeTV, for trashing CRTV!   @michellemalkin https://t.co/l9tcEaRXYu
1	0	@yennixluna The last one is me and i am the last one😂😂😂
1	0	Written in these walls are the stories that I can't explain. -The story of my life
1	0	Giant Maze. Cat vs Dog vs Hamster. Who is the BEST? https://t.co/Lhx3F3ZKuu via @YouTube
1	0	Day 7: i’m going to drop the damn balls kokoro oh god oh Fu https://t.co/OfKZkGiTrC
1	0	For the first time I’m actually on time and this hoe is late @soFreshnsoKEEN .
1	0	I’m acc always careful of this, hence I always google the workouts to see the positionings. https://t.co/FDwSDAYMYP
1	0	Dubstep in the street  House in my home
1	0	@DawgsByNature Yeah and he will be like Carl Nassib and go somewhere else and play well.  Just rotate him in and keep guys fresh! You don’t have to have the whole team as “your guys”.
1	0	no offense bro........ the m//c//u movies............. r boring.. super boring................
1	0	hey @ignition do you check apps for bad code? like the ++ apps?
1	0	@changbinsboo Drop the @ 😔
1	0	@ULTIMATERPE The new one
1	0	@TortillaCrumbs @txb_gaming @1AmNemesis I don’t think Levi is dead, the guy wanted to touch a pulse to confirm it but Hanji didn’t want him to feel a pulse. So my theory is hanji is protecting Levi so he doesn’t get taken by the bad guys so he can rest in the forest 🤔 https://t.co/W6SSooYAeU
1	0	@BryanBanksPhD Death mask for the win!
1	0	@BakeFollowsTOS Hello there. I am sorry you are disappointed with your flight. Can you please DM me the details of what happened? *TSV https://t.co/6iDGBJRMTU
1	0	Episode of "Hit the Ground Running" is up on SoundCloud and YouTube!   I take an opporunity to sit with the mind of @EnsoulNetwork and talk about her professional journey!   Link in Bio !! https://t.co/1XtKPv1Gmy
1	0	The significance of Christianity consists in the indication of the possibility and the happiness of the execution of the law of love.
1	0	Mufti Menk knows how to have a personal convo with everyone on the TL without @'ing them, may Allah grant him jannatul firdawse
1	0	Thinking about the lady I saw at wild splash with a tattoo that said ‘chicken daddy’
1	0	Weird day: A girl came into the cafe in her dance recital attire. She appeared shaken. She wanted a pink cake pop. Her mother said she was crushed b/c her Dad missed the recital. My attention immediately went to: Do you tumble for cheer? She nodded. I only wanted her to 😃.
1	0	Los Alegres Del Barranco full blast while washing the whip and eating sugar cookies, pinche Sabadazo 🔥
1	0	@nunuseokie Bcoz he afraid he'll broken the  painted nail 🤣🤣
1	0	THE TREW MURIKKKANS GOT FOTOGENIC PROVE THEM LIBATARDS IS TROMPLING ONN OWR HOLY FLAG!!!!!!!! LYNCH THEM!!!!!!! And send seven hunderd bucks too have prove!!!!!!!! https://t.co/YkOfxgKoUr Via George Takei
1	0	Shaw gets 2 minutes for boarding. #IAWild on  the penalty kill.
1	0	Matt Murray deserved a much better fate than what he got tonight. Kessel tripping over his own two feet and costing the team a shorthanded goal is something very few guys in this league are capable of doing.
1	0	who never gets tired on watching Pirates of the Caribbean: https://t.co/xaUSTSFzaN
1	0	@machineiv How are they going to fake turnout for #CreepyJoe once he announces? I wouldn't cross the street to see him.
1	0	The Confession (Best Short film of International Catholic Film Festival) https://t.co/OptahKD6hK via @YouTube
1	0	@pastorlocke @Alyssa_Milano Although neoliberals are very weird , people that believe in gods are the ones that should never call anyone crazy
1	0	While the other kid was more worried about blogs and his social media following, Kyle Swartz did his thing, kept under the radar and came out on top! Congrats Kyle! 4 for 4 over Ball. 🥇 https://t.co/NZoic3rRY6
1	0	That I could get the image on my Lite Brite to display on the TV if I connected the wires. I tried it.  My mom was giving a piano lesson in the next room.  Zapped myself good and tripped the breaker shutting off power in the house. I ran and hid.  Mom found me. Was NOT happy 😬 https://t.co/7hvexFqDUJ
1	0	@CNN and if a teacher shoots and kills the wrong student what then.
1	0	@LushiousMassacr   I AM PRESSING THE NUMBER THREE 33333333333
1	0	That’s it for this one. The @UticaComets give up the lead to lose 5-3 to Laval and drop their fourth straight. Stay tuned for the @CanucksArmy post-game report.
1	0	Everytime I go to the book store this is imperative ✌🏻@JoeyGraceffa https://t.co/zxQUleoBzL
1	0	The evil blanket monster (my hand) was coming to steal his ball. Oh noes!  #Ozzy #GoodestBoy https://t.co/SUj6SeSjm8
1	0	@ANTIGOPMVMT If they mean he can’t shake the truth, I agree. His pat and present are coming back to bite him in the ass!
1	0	I spent the whole day thinking I was gaining an hour tonight. #DaylightSavingsTime
1	0	https://t.co/pC2QMegaX3       New video out on the Clan Channel go check it out
1	0	@LPeacekeeper @brianklaas @realDonaldTrump Did nothing but sell out the USA for 8 year's!
1	0	About to relax and continue watching Saints and Sinners. I’ve never could find the  other seasons until now. Im so excited.
1	0	@ckaywilson @MyPeakChallenge @SamHeughan Was this before or after the combat class 😂
1	0	@Ky1eLong so whenever ur in LA I’d love 2help u.  I work on one of your teammates that is probably overpaid as well but, f, u guys almost went 2the SB. Good luck 2019...I bet u guys r goin this year.  Those r the dumbest clickbait articles, I swear.
1	0	4:30am.... #GoodMorning #World! What are you up to? 😀 Which is your #first thing in the #morning you are doing? ...Will start - Mine is to check out my #sales situation 😉 So #exciting to seeing that your long term - hard work did #paid off 😍
1	0	Favourite Manchester City FT account ( be careful, very careful ) — For likes, deffo Amin, guy's liking tweets before I've even posted  For the edits - Brandy/ManCity_Edits https://t.co/72NQeuN3y4
1	0	Best game of the day is on right now!  OVC Championship - Belmont/Murray St. A tradition unlike any other it seems. Always a great game! #OVCTourney
1	0	@Asher_Wolf If this were medicine this would be an "informed consent" issue.  I wonder if beauty products have the same rules?
1	0	@McvinuaBrenda @mlevere1992 The mall 😉
1	0	Quick back-end of the 2nd period here as the Dashers still hold a 6-1 lead over the Mentor Ice Breakers. Keep it up!  Dashers 6 - Ice Breakers 1 3:30 left, 2nd Period
1	0	I’m not going to act like I like someone to their face if I don’t like them.. use the “grown” argument all you want.. a wave is good enough for a shit ass female. 🤷🏼‍♀️
1	0	Bolton Prepares Babylon the Great For War With Iran https://t.co/9VFlzZKjoh https://t.co/KzPK5mindN
1	0	Dempsey Arsenault splits the D and puts Boston College up by 2. 13-11 BC. 20 to go. https://t.co/bAhzISj04S
1	0	@battalion99 @MapleLeafs Just look at the Bruins they will make the leafs pay almost choking like that contenders don't pull that type of shit
1	0	I'm going to be doing alot of drawing tonight for the first segment of my fan comic. So, I'll be doing a Q and A now. Ask me anything. Or, ask one of my OC's a question. I'll answer asap. When I finish the segment, I'll share it with you guys. Thank you! 💜
1	0	Carl’s discoveries range from IFNg, IL10, and NOS2 in the 1980s to a new anti-mycobacterial drug last month ! One theme — phagocytes and mycobacteria — countless variations :-) https://t.co/Wy4MA1Emj8
1	0	@ndcnn Speaking volumes through the shades.
1	0	@stranahan @POTUS End chain migration, e-verify, catastrophic penalties for hiring illegals, reduce worker visas 80%, close asylum loopholes, enforce first country rule, voter ID laws, bar social programs. Screw the wall and make it impossible for them to work/live illegally. There is your winner.
1	0	Bangladesh wickets have tumbled since I tuned in. Send beer and cash to the usual address.
1	0	Damn the Breslin jumping rn
1	0	@derasachasauda has won world records in posthumous body donation. Under the true guidance of Saint Dr. @Gurmeetramrahim Singh g insan, lakhs of volunteers of @derasachasauda have pledged for posthumous body donation. #ServiceForLifeAndBeyond https://t.co/yXEveL4VSn
1	0	How about all the time u ignored him while he was suffering ? Cant believe louis is almost 30 but still being bitter like a 12 year old oh my god https://t.co/Zt8HnV5Udt
1	0	I know it sounds overly pessimistic but this has been waiting to happen the whole game. I really don't see how Michigan wins unless something drastic changes on offense
1	0	AFTER THE HORSE HAS BOLTED......................... https://t.co/8rxhyMTvpm
1	0	Care Bear is the best girlyfriend ever ewe #DamianBot
1	0	@espn @espn3 just heard the longest cheer in @ncaa from @UAHChargers @UAHPepBand !!!
1	0	"The Lazy Big Board: Chiefs Targets at CB"  by Ransom Hawthorne  https://t.co/bIvNiZxjhi  .  #Chiefs #ChiefsKingdom #ArrowheadOne #ArrowheadPride  @SportsRadio810 @NFLFanBlitz @adamteicher @ChiefsReporter @RealMNchiefsfan @mitchholthus #NFLDraftNews https://t.co/WBOCDDwaly
1	0	@ColleenDoran Rest and detox/process is probably in order. Sleep as much as possible and go play with rescue puppies or kittens. They need the socialization, you need something pure to counteract all the bad.
1	0	Took a walk to forget about the bad day ⁦@OaklawnRacing⁩ for ⁦@mikesisk⁩ (3 seconds) and the girls went to work on my desk https://t.co/hCRJUXE47f
1	0	@jax_persists That sounds like an actual border crossing checkpoint. The place where people cross back and forth every day. To work, shop, etc.
1	0	The 3rd Joyful Mystery: The Nativity  Fruit of the Mystery: Poverty of Spirit, Detachment from the things of the world  Intention: For a change of heart of providers of abortions, &amp;  their collaborators  Our Father Hail, Mary (x10) Glory be O my Jesus  (Full Nativity image next) https://t.co/3RJn06hrtc
1	0	@here_cums_solus Well, no, what I mean is that you often jump to the “join me in bed” line. People much prefer to be fed, flirted with and perhaps a bit tipsy before the bed idea comes into play.
1	0	You know the clothes is not fit , but sometimes you want to try on even if you are greedy.  There is that times in life  When I decided to love you , I was. https://t.co/g5eHf6hynE
1	0	@sickdegenerate Sign me up for the cuddles!
1	0	Get Iggy in the motherfucking game
1	0	@SuperSavajin it was a red barrel near the gormott shopping area that required lvl 2 superstrength and lvl 2 nopon wisdom
1	0	@IslanderFansNYI @dwahahn Are you trying to get me on semantics??? That's as weak as Boychuk's shoulder. I think you know the intent of what I said. Boychuk tried to get Voracek and he got the short end of it.  Boychuk doesn't get hurt if he doesn't initiate the contact.
1	0	@Disturbed help me stay strong.  Under going serious medical issues and your music keeps me sane.  Especially 'The Light'  thank you
1	0	Play like the player of the year C Winston!
1	0	The prettiest sticky rice I have eaten! 💗 totally love this Thai version called Khao Neiw Mamuang! It’s just too beautiful that I had to post this 😍 https://t.co/bYKfbmebk8
1	0	@willmenaker @cushbomb yo fellas, I was just thinking about Denis Villeneuves Dune movie &amp; I’m hyped AF for it and I know you guys must be too. But then it made me remember that I’ve never read the sequels. I trust your guys’ tastes. Should I read the 2nd book?
1	0	Playing All The People Said Amen by Matt Maher https://t.co/usADGv5E55
1	0	@b81_smith @wwos @NRLonNine @PaulGallen13 @Channel9 Pull your head in!   I’ll answer that for you. 4 weeks before Dank was sacked in 2011. 3rd party payments to two players totaling 750k over a number of years with 90% of those not even paid plus still totally under the cap.   Melbourne a Million plus over cap for 3 years. 👍🏻
1	0	i think 613 the last color imma try😂. i’m going back to black hair.
1	0	isn't renjun tired for lighting up the world 😩😩💗 https://t.co/pl0oKKb6J6
1	0	@Lrihendry @realDonaldTrump How’s the weather in Kiev, Comrade?
1	0	@adrienneelrod And if Obama did it .... What a compassionate , loving , caring POTUS we have. I like your commentary , but your hate for Trump gets in the way.
