Tweet index	Label	Tweet text
1	1	Lets make a move about Shakespeare  Reincarnated in modern times. The irony actually coming back as a women.   #poetry
1	1	A double whammy of irony.  #toddler #maniac https://t.co/rI1atFGJcA
1	1	@samstein @willsommer Huh, racists now need their own version of a ‘Green Book’ to navigate in the world.
1	1	Ironically it was Tuesday #TGIF  - Check out my best travel photos - https://t.co/q3wZ2NTpGF https://t.co/BjOS0mq3cz
1	1	@FromSteveHowell Murdoch the anti-Semite
1	1	I can't read that article on how bad capitalism is, because it is behind a paywall.
1	1	the only liberal in india today is a detergent commercial [and even that is neoliberal] #SurfExcel
1	1	Guess what!  I just heard @sardesairajdeep Say that he wants to have a 'better level of discourse' for  #LokSabhaElections2019.   died a million deaths.  #PhirEkBaarModiSarkar https://t.co/K1OAYPn1Z4
1	1	@GraveDancer40 @Sportsnet @loung_s @IndyCar The  certainly is strong....🙄 #FreeIndyCar  @TeamCanada1 @RaceCanada_ca @99forever
1	1	All cunts use the  card ✊💦 Fuck off you idiots.
1	1	@MashaVoskr @AmnestyFeminist How novel! Feminism that includes men, truely groundbreaking
1	1	#MeaCulpa : as a hs teacher, I discouraged series. Then I wrote #PhantomStallion #MG series, got 100s of emails a DAY, lots saying "I'd never finished #reading a book, until..." That's how I learned #series, #graphicnovels, fav authors are the gateway to lifelong reading  https://t.co/1kjl6hbgkh
1	1	I’m gonna laugh so hard if the @steelers go to the Super Bowl next season 😂😂  #NFL #ByeByeAB #Steelers
1	1	@mshaanshahid @Dr_YasminRashid @Shafqat_Mahmood Flop actor trying to suck balls just to make himself alive.
1	1	I love how they film (the 100% fantastic) #StarTrekDiscovery here in #Toronto but we can't watch this video!  https://t.co/PvSAgVYchc
1	1	the sick girl coughs on the plate of lollipops at the doctor’s office  #haiku
1	1	Paint yourself with an open-heart. #Wisdom #vision #poet #truth #wordsmith #Guide #newyorker #intense #artist #vulnerable #storyteller #performer #Writer #actor #Satire  #play #energy #Inspire #SPIRIT #authenticity #introvert #style #portraits #tourists #fierce  #laughter https://t.co/iVqMCzUOuv
1	1	@zerohedge ...someone has to tell them...
1	1	Call in the investigation committee! Spend millions on this probe!! Democrat @RepJerryNadler 's Campaign Consultant Also Working on Behalf of Russian Propagandist https://t.co/vZk4VQXk9M @HouseDemocrats #Democrats  #RussianCollusion
1	1	@FelicityHannah @alexinlaw @Card007Teri @RichMorris84 @HackneyAbbott @sajidjavid I'd like to know how much compassion bedwetters like @FelicityHannah would have if she moved next door to you. Wanting to come back to the UK so her child would be safe is the same reason that I don't want her back - I would like my daughters to be safe.
1	1	Brilliant  https://t.co/U2KoWxnIEP
1	1	@thedailybeast Jeff Zucker's hands are fairly dirty.
1	1	Sound-bite religion is the palest imitation of following Jesus
1	1	The black #Jaguar simply defended it's house and stood it's ground and bit the white lady.  https://t.co/S078efmSTz
1	1	@luvnlife62677 @BillNye @AOC This coming from someone who probably voted trump.
1	1	@AB84  could have been the next Hines Ward, but instead he decided to jump ship when another teammate outshined him. AB is the new Mike Wallace. Wanna bet it turns out the same?  #boomin? #SteelersNation #jujutakethewheel
1	1	Me: That's a nice pose! Frnd: Thank you ! But it was a candid pic! Me: So what? I  pose for candid pics . Frnd:....   #SorryNotSorry
1	1	: we need everything PERMANENT in a TEMPORARY life...
1	1	wow written by CNN haaaaa. #Ironic  #JesusIsReal #JesusLives #LoveHIM #letsQthis4Jesus https://t.co/xlqq6zH5t0
1	1	@stevehit #paywall  I am lucky that I can log in to my University Library databases and read a copy of this. not everyone has that luxury #39Bucks.
1	1	@actpsy Lmao did you know how many poor, innocent babies have been killed by British troops all around the world? Colonialism.... anyone remember?
1	1	The same people outraged about @realDonaldTrump  signing a Bible are the same ones that don’t want the book anywhere near our schools and some of the same ones that claim it’s “just another book”.
1	1	He: Counts her every move 😾 She: gives explanations 💁and says sorry 💯x He: Screams as loud as possible 😠 He: caught in the act 🔫 She: starts questioning 🕵️ He: bas b karo , sorry bolaa na🙏🙏
1	1	@PolitiBunny Yeah....about that.  alert here, Sick of lies pushing narrative of lies https://t.co/OIlKR6PG2L
1	1	@TitaniaMcGrath Now there’s logic that Turing couldn’t unravel.
1	1	@Silvio99 @JEyal_RUSI So, all the British MPs you did not have a chance to vote for would be illegitimate?
1	1	Ah... that is not intervening in the affairs of sovereign states, right...?   https://t.co/lGgZpj02sk
1	1	@lucksingh2 @pewdiepie Look who is saying 😂😂
1	1	@MrJohnNicolson @MarrShow Then Gordon Brewer spends around half his interview with @IanBlackfordMP parroting over and over again you can’t have a section 30 order, Theresa May has said no and there’s nothing you can do.
1	1	@samtaylor_03 the #american calling for #Brexit
1	1	@abbasnasir59 Until they have daughters and impose restrictions to ‘protect’ them from everything they claim never happens
1	1	Those who are fighting against intolerance won't tolerate your criticism
1	1	@neiljonesgoal @_pauljoyce Am backing @officialAL20 to score the winning goal, just to see @LFC Twitter afterwards 😂  #LIVBUR
1	1	@chriscumner So Kane scores all those opportunities? No. So it’s a fact.   Kane never shot with team mates in better unmarked positions? No. So it’s a fact.   The free kick being further away would have resulted in it not being scored? That’s a fucking opinion.   You are a gift.
1	1	@TiwaSavage smart girl... she de try tell am he never reach
1	1	Struggling to get to sleep 💤 is proof you can practice something every day of your life and still suck at it ! 😂🤣🛌  #sleep #AnxietyMakesMe #funny #ThoughtOfTheDay #practicemakesperfect  #humor #science #jokes https://t.co/SXn7HwxIOv
1	1	We will celebrate with security agencies put in place to maintain law and order!   The new order for civic engagement. https://t.co/iEZTQ8YOq1
1	1	@DrNomis @GoodwinMJ @ComRes Those who believe "free trade without obligations" is a straightforward &amp; clearly defined proposition balk at the huge difficulty in organising a referendum on a known deal.
1	1	@klrahul11 gets a spot in #TeamIndia playing 11 and ready to bat at any spot!! But all of a sudden the openers started playing well!! KL you're the lucky charm bro 👍 #INDvAUS @cricbuzz @StarSportsIndia
1	1	But rge British people are far too intelligent to be influenced by media it's not like there is an advertising industry  https://t.co/x9oeRGgDv9
1	1	@20JO21 @lazyfayre @MichaelRosenYes Clearly he should have been there to hear such calumny. That he wasn't is even more damning
1	1	@Raja_Sw Didn’t the strike closed that question forever? #ShortTermMemory   Even media &amp; opposition has stopped asking that question
1	1	or #sarcasm - either way, neatly put. https://t.co/oS5etv0wSI
1	1	Majority of Hindus doesn't even know the difference between GOD &amp; Bhagwan. They accept the GOD as a bhagwan, infact multiple bhagwans. They made Allah's partner who cannot even eat and touch themselves. Motherfuckers!  #idolworshipers #manmadereligion #fakebhagwans #kafirs
1	1	Pavs and Keys both out of her way before the QF, of course she lost :)  https://t.co/MqFAKow90M
1	1	What?! I think some of our staff @HillsideD93 could use this. However, I should probably email it to them. @GilTech93  Thnx @DitchThatTxtbk! https://t.co/KniZU5vcEg
1	1	@Splugg1 @SenFeinstein @SybilleAbed @MotherJones Why do all mean people look mean?
1	1	Some people are so commited to healthy life. They eat muesli with joghurt for breakfast, salad or "fitness" food for dinner and supper, go to gym 3 times a week, drink at least 3 cup of coffee a day, smoke 4 stick of cigarette, and a bottle of beer after work. #fitness
1	1	#poetry #tej #roadsihavetraveled  #oldpost #loveforwriting #truelove #pondering  Read my thoughts on @YourQuoteApp #yourquote #quote #stories #qotd #quoteoftheday... https://t.co/mdDYotExWs
1	1	really is the cream in the coffee of life https://t.co/VbsHVf4CQr
1	1	I wonder whether folks can see the  in this protest sign? https://t.co/TgX1KaEm3R
1	1	@Willow0611 On a show where so many people are arrested for having #Drugs. Oh sweet
1	1	Wow! Im sure many Filipinos will take pride from this news. Sad thing, millions of Filipinos cannot afford to live in luxury housing.  #pinoypride  https://t.co/v0JNbdX2C2
1	1	@extrovertmuse @quirkyuser Do you mean like the attention you are drawing here...?  #payattentiontomenotwantingattention
1	1	First major purchase in dollarydoos. Time to look for a free desk and a monitor for ants xD  #worth #rtx2070 #amd #rgb #flex  https://t.co/I3qjtzZpMV
1	1	#SignYouKnowYoureGettingOlder  When your eyes get just bad enough so you are not able to see hair growing on your face.   https://t.co/tBl6e0gV2a
1	1	@isobelroe Reading that tweet, can we remove Mark Latham off the AEC funds teet until *he* learns to speak English?
1	1	= Communication Strategists providing scripts. #liberals barely alter them and post simultaneously.    This incident managed to make the entire party look like like morons in one massive swoop. https://t.co/4FsuwfkJpe
1	1	: #Hospitals are designed to #fix &amp; #help you. Yet thier #waiting rooms make you wanna #die of #boredom.  #jokeoftheday #joke #thoughtoftheday #comedy #comedian #comedianlyf #meme #quote #quotescreator #funny https://t.co/fzwZyCQJDJ
1	1	When you give a speech saying "i don't want a lengthy speech" is kind of ..!
1	1	@HechtNeil @MattWalshBlog I was merely commenting that you were furthering the publicity you declared Matt is trying for.
1	1	@ryanstruyk @CNN @DMRegister Democrats:Republican party is full of old white men. Presenting the top two Democrat candidates for 2020 Presidential election:Biden(76 year old white man) and Sanders(77 year old,White man).
1	1	@soxfancruz1 @OversteeredBad @ChatByCC @realDonaldTrump “Must of”
1	1	@Channel4News She has the intellect of a dying syphilitic potato(e).*  *
1	1	@TWCAlexWallace Yeah..... no. I got ahead of myself. Blame it on lack of sleep.
1	1	Is it  that the "Cheese to the face" videos suddenly blew up right after Warren Buffet said #investing in Kraft was the worst investment he ever made? @JesseBWatters @WattersWorld #WattersWorld @FoxNews #foxnews
1	1	Divorced Mother Gives Advice to Engaged Daughter lol  https://t.co/iI8Zq5duMh
1	1	@carriesymonds @Nus_Ghani @EveningStandard  that @EveningStandard ran that story, a paper that has the least diverse workforce... https://t.co/dKiAgwaWRr
1	1	@connpost @toddtalk Perfect time for @CTDems to raise taxes/tolls! We’re always just 1 tax away from prosperity!
1	1	@MSNBC @MaddowBlog Democrats are pissed about Russia putting ads on Facebook but push for illegals to actually vote in our elections
1	1	@TheLightPours @BiloHak @thehill You are very good argument for buth control
1	1	@TheLightPours @thehill Except what I said was true, so there’s that.
1	1	@clbolt @jpinnix Mohler wrote this after the Patterson situation: https://t.co/BAzZibR2eZ  In the 3rd paragraph he references a seminary president. 6 paragraphs later he mentions an unorganized conspiracy of silence. He never mentions Patterson’s name.  ? I yelled when I finished it.
1	1	Correction: Around 20 old white people  https://t.co/hEDOAeRFVu
1	1	The #Liberals tell you that you shouldn't listen to @ElrushboRush because he is an #entertainer, meanwhile we should listen to #Hollywood #actors &amp; #actresses. #Pedowood   #LiberalismIsAMentalDisorder
1	1	Oh the  the @aafiron has no representation from the team in its city. Fill the roster with #Blazers and people will come.
1	1	Nigel Farage Member of European Parliament tells us the problem for ‘we the people’ is ‘politicians’ never a truer word spoken Nige #brexit  https://t.co/bA897W1cK6
1	1	-Yet, this nobody is following me. 😂  👇🏼 https://t.co/qOjxhxFKsQ
1	1	@ericzaneshow Lol 😂 Look at how the timeline went down on my scroll  https://t.co/aCLgsgxHfs
1	1	@AuratMarch You just gave an #answer to why #patriarchy.  In doing so, i think you people also would’ve understand the fact. The  is female #writers and #intellectuals are on the #samepage  #SaturdayMotivation
1	1	@russianclimb @shahnizari @shahnizari... I remember that one of the #Pakistani #Mountaineer #AliSadpara = he teamed w/ @AlexTxikon (w/ #SimoneMoro) who made the 1st #WINTER ascent of Nanga Parbat, February 2016 (Nardi was there too but he didn’t complete at that time). Life is a loop.  https://t.co/4UNrAi7efk
1	1	@emigre80 The argument that strengthening our constitutional right to vote is offensive to voters is one of the many, many reasons that  is #dead.
1	1	summoning circle, hope it works!                         🕯              🕯              🕯        🕯                         🕯     🕯 These tweets to    🕯                        🕯      Fuck off.   🕯              🕯              🕯                       🕯
1	1	The liberal party is full of rich white men who have a problem with not only Australia's indigenous people ... but also women as it turns out.  Irony of all this is not lost on me.   &amp; #hypocrisy https://t.co/T3jrGVyu6F
1	1	Just saw an older man talking on speaker phone of his flip phone while driving a #Cadillac and it took me back. PS I’m saying this tweet to my #iPhoneX while in my driving assisted car.
1	1	Are you grassing us up you mug  #grassesfc 🤣😂🤣 https://t.co/2GiPRG1HRs
1	1	It it  or #badluck that the one day I do full makeup is the day I find my favorite neighborhood kitten dead in the road minutes after ! Idk but i can’t stop crying and I wanna die
1	1	@spjonah77 @thegoalzone Ding song? You had a couple of early evening beers, Stuart?
1	1	@danr08736 @NicolleDWallace The biggest threat to America is people who look like you. Who ‘think’ like you.   Islamic State is just sitting back watching you implode.
1	1	On the way to viewing number two! #captainmarvel #marvel #mcu #higherfurtherfaster #caroldanvers #flerken #qmxonline #qmx #onlyhappywhenitrains  https://t.co/sANeWGp174
1	1	Great video from our friends at ⁦@OPUWarks⁩ - at 4:00 mins into the video you will see one of the ⁦@Coventry_Police⁩ stingers being deployed. These were bought last year using 💷 seized from other criminals!   https://t.co/jD2TWLoJLR
1	1	Sometimes it seems I have so little control over my life that I can't even do nothing the way I'd like. To make sure I don't accidentally cause a seizure in certain folk, the previous sentence is grammatically correct. #ThinkAboutIt  #Wordplay
1	1	Bye got a red card  #mls #Crew96
1	1	@Natsecjeff It's an old habit of Indians... the soldier must have gone to piss while Indians blamed Pakistan for kidnapping. What kind of democracy is this... one man pushed complete country into war...
1	1	Y’all know I’m weird......but I actually wanted to be Gowan when I was a kid 😬. #gowan #cover #criminalmind #singersongwriter #spitslam #chuckd #art #blackandwhite #video #music #life #childhood #dreams #lol #still #hope 😬😂 #weird #proud #geek #bekind #peace  https://t.co/pZmmqnlXPm
1	1	@AsYouNotWish A gau rakshak is calling others dumb
1	1	@ROTBre @sygarte @paulogia0 A Christian goes off on a tangent, dodges the issues in my tweet &amp; insults me. The latter is unchristian - a very Christian trait!   Christians hate the “E” word: produce your evidence that I’m lying. I’m not so you can’t. Waiting...  #unchristianChristian #atheism #atheist https://t.co/jNou4j3ehr
1	1	@RealJack @molly649 HAHA! NOW THAT WOULD BE SPECTACULOR #IRONY !
1	1	did you ever notice that #brony almost looks like ? Yeah shit just got real.
1	1	The only one thing known of positive thing that distinguishes a man from an animal - a sense of humor.  #humour  #philosophie #animals #Humanity
1	1	@knowkenny This was so awesome I had to change my IG quote and quote you.  😁 https://t.co/LJxKSgcasZ
1	1	@BBCPhilipSim Especially as the "British Nationalism" type is their preferred kind of Nationalism  #DissolveTheUnion #IndyRef2
1	1	@krwedemeyer Totally ignored my mental health as a grad student (I needed it so much) but finally had my first appointment yesterday 🙌 9 months into my post doc  ((Tried putting a gif on this but I haven't sorted out my feelings about it yet... ))
1	1	I think it may have been lost on them... #Bernie  https://t.co/mg5mnqFLGm
1	1	My ex called me a cheater for years then let me hit the entire time he had a bitch
1	1	The tweet the entire world has been waiting for since the 90’s and never knew it!!!  https://t.co/3iO7Z42fJq
1	1	@allidoisowen What?! Do you want anything more than being on infowars! Or guilty by association with Alex Jones!?  #DoubleStandard
1	1	That had to have burned on their foreheads.   #InfanticideIsMurder https://t.co/ASYfRJPzpF
1	1	@theresa_may There once was a #PM so deluded she cannot see the  of tweeting about #libraries that her own #government is closing at an unprecedented rate. The end. #JC4PM2019
1	1	@jrich7470 Oh and if you throw a rock at a pack of dogs, the one you hit will holler. It was the PERFECT analogy for YOU.
1	1	Case of #measles confirmed in northern B.C. - https://t.co/JDdHa1WLkx The  #hypocrisy about this is appalling, meanwhile #Alcohol IS THE DEADLIEST DRUG IN THE WORLD #bcpoli #cdnpoli @Fraserhealth #carcinogen &amp; what about #WaterIsLife #FirstNations #INDIGENOUS #health
1	1	Fully supports mining the presidents life in hopes of finding some sort of impeachable scandal. Hates being personally investigated.  https://t.co/WUzTEncmiq
1	1	The  in this #story just cannot be ignored... Occurrences like this happen seldom.  https://t.co/lK4wHHENPg
1	1	Worth a thousand words. If you don’t get the irony or the joke, watch “The post”. Or better yet read up on the Pentagon papers.  #jeffbezos #washingtonpost #pentagonpapers https://t.co/zxlSnoueXS
1	1	@Labour_Celts @jegteg @HumzaYousaf That s rich from labour who couldnt spell the name of one of the founders of their party  correctly - Keir Hardie
1	1	Signing Bibles? Geez, Talk of . Where's the supplies? Money #2help the poor bury their #lovedOnes. What about clothes? And I don't mean MAGA caps! #Ugh 😠 https://t.co/SRNqwgAN4j
1	1	It all starts with a happy ending.
1	1	just learned the term #blackfishing 🤯  I love this word. It’s amazing what we can, and simultaneously *won’t* do w/the w english language   😅  #2019
1	1	Irony is - When a despicable rancid shit stain tweets about others being a foul skid mark. #OBINGO  https://t.co/TRDjUuUik0
1	1	$1 million well spent for being a moron I guess.  https://t.co/I0XBjGueiu
1	1	@HowardSchultz wants to shut off @realDonaldTrump ‘s Twitter account. #1eo  https://t.co/pAuogej7fg
1	1	@ReallySwara @AbhinandanSekhr A side actress, god knows how gets the roles, without any talent....mocks a war hero and Army veteran..
1	1	Green peace sticker and drives a diesel van... #Greenpeace  https://t.co/yVUH14C5fL
1	1	@CIAspygirl The man who embodies all 7 deadly sins—lust, gluttony, greed, sloth, wrath, envy and pride—is signing Bibles.  #hypocrisy
1	1	The past couple weeks I have been improving a lot with my running and everything has been going well. Well that was until today when I slipped over in Sainsbury's car park and sprained my ankle
1	1	is lost on cowards like @Nigel_Farage https://t.co/Yo3WGqDBla
1	1	"I refuse to waste my time on childish nonsense" ...says the adult who still has imaginary friends  😆😂🤣  #hypocrisy https://t.co/Dlp9Od8q5x
1	1	@ROCitizenNY Neither do I. But its rich that you say I'm trolling when you are trolling my Twitter.
1	1	I just burned my grilled cheese because I was too into watching @FoodNetworkCA
1	1	Dear @BBCNews, @SkyNews &amp; the rest of the MSM, English people, show compassion for another country &amp; YOU call them, #Racists...  A country of MULTIPLE faiths, showing #Solidarity &amp; #Humanity towards ANOTHER country, is racist... SERIOUSLY!!!  Give your heads, a wobble.
1	1	Interesting reading considering the current legislation to arm teachers.  #RedForEd https://t.co/V8zzFysMo6
1	1	Irony: A vehicle with “Don’t Tread on Me,” “Make America Great Again,” “Trump 2020,” and a Confederate Flag sticker on an SUV made in the Land of the Rising Sun.    #Merica
1	1	So many ppl are still together even tho they scream divorce every night, and so many are not together that should be married.
1	1	Says those aligned with the #MarALago crew - the #IRONY #TrumpResign #ResignTrump #MASSIVETOOL #ImpeachTheMF #PERVERTINCHIEF https://t.co/FOhpSSnhR3
1	1	@stdondley @ClimateDepot @SteveSGoddard You may want to familiarize yourself with the definition of "ad hominem." My reference was about the manipulation of data; you use "dink" &amp; "lunatics" to state your case.   is a dish best served w/CO2
1	1	@DanielSchulman @ProPublica Meanwhile, the GOP-FNC are up in arms over the fee Obama charges for speaking engagements! #Priorities   #Maggot
1	1	A good day for my umbrella to break 😶😑☂️☠️⚰️⛈⛈⛈  #stlwx #weather (or: nothing more embarrassing than a wet meteorologist) RADAR image below ⤵️ https://t.co/kMWkYeUooh
1	1	@SharonneHayes @janevandis @TIMESUPHC Right after @CarolBernMD was the first woman to win her award.
1	1	or using it wrong? https://t.co/YENW5ercVY
1	1	The "Speaker" of the House....   https://t.co/gZ0gHhSDPh
1	1	For anyone suffering from an irony deficiency, here you go! I think I kind of assumed CIA experts on deception were using EVEN MORE subtle/nuanced/sophisticated techniques than...fake Amazon reviews. #Fakespot  #SpyTheLie #EmbarassedForThem #CIA #StMartinsPress #pathetic https://t.co/B5oH2h3bk3
1	1	..have you Been Fed Yet?  #waynemoserphotography #dalston #poverty #begging #beggars #hungry  #juxtaposition #reportage #iphoneonly @ Dalston Kingsland railway station https://t.co/Sb07tQmflX
1	1	“What is/er the maximum (body) water amount to prevent iron erosion?” “That his/her the minimum (parody) theater count too event apron corrosion?” @NatureNews  @ParisDiderot @Sorbonne_Univ_ @psl_univ @OfficialUoM @uet_lhr #IronMan  #IronFist  #ironemes
1	1	@HeavyMetal47 @scumbaglalo @Kaha_99 😆😂🤣 #hypocrisy  #projection on STEROIDS!!! https://t.co/7pqUnQYR2x
1	1	Unpopular opinion: People with popular “unpopular opinions” are just unhealthy enneagram 4’s.  #Enneagram #enneagram4 #UnpopularOpinion
1	1	Yesterday i was mocking feminism ,  Today i am writing essay of 300 words on 'नारी सशक्तिकरण' in my exam .  #feminazi  #feelings
1	1	sitting in the car repair waiting room, so finally got around to reading #AfterlifeInc by @jonlockcomics     ...very imaginative stories and terrific artwork... https://t.co/cwmFNausaF
1	1	After the debate this month on #CampusCarry by @wvhouse &amp; @wvsenate that was fiercely opposed by @WestVirginiaU &amp; @gordongee, today marks the 2nd championship day that NCAA teams are competing with GUNS for the #ncaaRifle championships in the #Coliseum.  at it's finest.
1	1	@SusieYorkieDug .presume than amongst all the rest that #Richard doesn’t understand, he doesn’t understand , &amp; esp around #IWD19 #glasgow #women #pay
1	1	I’m overhearing a conversation between a couple. He’s explaining her what international women’s day is all about. Thanks for the mansplanation!  #IWD2109 #InternationWomensDay
1	1	Picture truly is worth 1K words. Enuf said.  #Omar #AntiSemitism https://t.co/NZuZVGwhtN
1	1	Ode to the  of #ignorance ...  #Black: An inclusion of all #color. #White: An exclusion of all color:  A shadow's #dance.  #WhiteGold 💢 #BlackMagic ✨ #reflections 🌛🌜 https://t.co/7x4whHaGdz
1	1	@Eddie_and_Patti @PaulaJo41820905 Pantano and Cernovich have both blocked me.
1	1	Okay so Jackie Shroff stands up and act all emotional while a patriotic performance is going on in a "reality show" but in #cobrapost Sting operation he was ready to deal in black money 😂
1	1	So cool that ⁦@salesforce⁩ and ⁦@Benioff⁩ can spend a million bucks plus to have ⁦@pitbull⁩ entertain his employees and all the homeless people in their shadows 🙄  #PropC  https://t.co/ZebnFh8wn7
1	1	@fiftyminus2 The  being, that "Tim Martin" allegedly decided that #JDWetherspoons should leave #Twitter 🤔😂
1	1	In Asda. Sees a fat bird wearing a shirt that says 'fight hunger'. Well you ain't helping for a start love.  #asda #fighthunger  #mademechuckle
1	1	In the middle of the #RhubarbTriangle and @Morrisons have no rhubarb! They do have coconuts though,
1	1	Shock.  #whereweretherestofyou #thanksforcoming #notanolympicyear https://t.co/6p829nF221
1	1	#Filipines The $50 vacuum I bought does an average - at best - job at cleaning hardwood floors. &amp; the motor blows some of the dust around. 😨  The $12 Filipino straw broom my husband bought?  Ten times more efficient at the same job. 👍 😀
1	1	@ReallySwara @AbhinandanSekhr A  C-grade actress making fun  of a highly decorated Major General...      You people should have measure your "aaukat" before tweeting this shit.
1	1	Woke up to this...  lol Congratulations to my Business Partner Flex Alexander.  While you're watching for a year or two Celebrities are jumping in immediately.  Went from enjoying his gift on Television to being business partners.  It just keeps getting better!!!🔥🔥🔥
1	1	So stop telling America what they should do, and listen to what the people want you to do...   https://t.co/hW0f6vAVRF
1	1	They think the same about PC!  https://t.co/cpRBS5LagW
1	1	Antivaxxers are big mad 🤣 #FirstAmendment #VaccinesWork #VaccinateYourKids #antivaxxers #SaturdayThoughts  #VaccinesSaveLives #ProVax #provaccine #Measles #MeaslesOutbreak #ProDiseasers #AntiVaxxer #antivax #antivaxxers #hypocrites #hypocrisy #ironic  https://t.co/EChAH0u9iM
1	1	Irony:  Church blacks out windows, covers a architecture. LEDs everywhere. Then background for lyrics on screen is old classical church catherdral. #worship #church #liturgy
1	1	Bad ass #whietails will graze whenever they feel 💁🏼‍♂️  https://t.co/nxU25Nodko
1	1	@TheGayUK  #satire Aren't you just being Islamophobic?
1	1	The decay brought about by Politicians of every hue. Damage caused is immeasurable.  Era of Nehruvian times when Army was put as second to civilians,may be rightly so given our neighborhood antics, is long gone but look who failed India, civilian &amp; civil establishments.  https://t.co/YYlOcwAIW3
1	1	@USATODAY I find it interesting that a black person gets attacked and the left is all about “Black Lives Matter” and don’t you dare compare “All Lives Matter” to black lives. But Jews get attacked and can’t even say “I Condemn Anti-Semitism”. Instead they like “I Condemn All Hate”.
1	1	@Sajid_Pakhtun Really much crowded protest even a single chair is not empty all chairs are reserved.
1	1	@lraitt So if I understand #SNCLavalinScandal we have a company that wants to pay off the government to avoid a criminal conviction for paying off the government?
1	1	A #celebrity is some1 who works hard all his life 2 become known &amp; then wears dark glasses to avoid being recognized  #TeamFollowBack
1	1	@NigelHiggins @KylieOwen @SamsungHelpUK Do it via a webpage on google rather then the app...... i got 2 s10 plus yesterday managed to put both claims in 1st one took a while to load.... 2nd claim kept saying invalid postcode i then did it on my mates iphone it worked
1	1	Not sure if this will work but @Lead1225 has just blocked me instead of holding themselves accountable and apologising for their recent abhorred actions. I suppose it's easier to hide what you've done than repent for your sins.
1	1	The same @jessphillips who said she wants to stabb @jeremycorbyn from the front Comparing her to Molem is a new low for @Freedland who recently used a #JewishBookWeek do for the late Amos Oz to take a dig at Corbyn repeating the false  allegation Oz would not have approved. https://t.co/QGS5rskKZg
1	1	@JMPSimor That's the fundamental problem with letting people vote. They don't always give the 'right' answer. #CantHaveThat
1	1	Man angry his photo was used to prove all hipsters look alike — then learns it wasn't him | CBC Radio https://t.co/thuxJjog4x
1	1	Religion v Science, science wins.   Literally scarred for life by #religion?  The  of a Catholic school not understanding basic science, or that “alkali” means “roast ashes”. You don’t rub an alkali on your forehead. #atheism #atheist   https://t.co/XFc8jABTkf
